URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Pe_(Semitic_letter),95,,Fâ,26,0.989712707357974,0.0,"""Berceuse"" (""Lullaby"") in F♯ major",0,30,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Dance,12983,,dance,36,0.637663810470538,0.4869921538269777,"""Ronde des Fantômes"" (""The ghosts' dance"") in D♯ minor",0,31,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Carillon,1586,,Carillon,1,0.999927961686932,3.644956296063247e-05,"""Carillon"" (""The bells"") in B major",0,32,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/B-flat_major,548,,B major,28,0.6735521857476878,0.4846659560460283,"""Carillon"" (""The bells"") in B major",0,32,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Dinka_language,231,"Wikidata:Q315,Schema:Language,DBpedia:Language",rek,4,0.9912399593249523,0.0088374571432769,"""Térek"" (""The river Terek"") in G♯ minor",0,33,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Terek_Oblast,140,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Terek,21,0.8521773047842649,0.173464170457937,"""Térek"" (""The river Terek"") in G♯ minor",0,33,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/E_major,563,,E major,35,0.7453079428221572,0.3417272800900528,"""Nuit d'été"" (""Summer night"") in E major",0,34,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Epic_Records,5617,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q18127,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Company,DBpedia:Agent,DBpedia:RecordLabel",Epic,18,0.9990852385871152,0.0005880984887716567,"""Chant épique"" (""Epic song"") in F♯ minor",0,37,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Pe_(Semitic_letter),95,,Fâ,33,0.989712707357974,0.0,"""Chant épique"" (""Epic song"") in F♯ minor",0,37,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Aeolian_mode,168,,Aeolian,26,0.8277693889421345,0.1282005833590984,"""Harpes éoliennes"" (""The Aeolian harps"") in D major",0,38,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/D_major,1034,,D major,45,0.9848606883779136,0.0153720336122924,"""Harpes éoliennes"" (""The Aeolian harps"") in D major",0,38,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/B_minor,493,,B minor,15,0.876131780581513,0.1413808064841347,"""Lesghinka"" in B minor",0,39,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Sylphes,3,"Wikidata:Q482994,Wikidata:Q386724,Wikidata:Q2188189,Schema:MusicAlbum,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:Album",sylphes,11,0.7523603427898314,0.0,"""Ronde des sylphes"" (""Dance of the sylphs"") in G major",0,40,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Sylph,125,,sylphs,35,0.9999999074333248,0.0,"""Ronde des sylphes"" (""Dance of the sylphs"") in G major",0,40,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/G_major,895,,G major,47,0.991619101674888,0.0083176527277223,"""Ronde des sylphes"" (""Dance of the sylphs"") in G major",0,40,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Gie,53,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",gie,6,0.9999999999991472,0.0,"""Élégie en mémoire de François Liszt"" (""Elegy in memory of Liszt"") in E minor",0,41,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Order_of_Ikhamanga,117,,ois,31,0.6667377898729302,0.4998399641973881,"""Élégie en mémoire de François Liszt"" (""Elegy in memory of Liszt"") in E minor",0,41,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,35,0.9999999999995453,0.0,"""Élégie en mémoire de François Liszt"" (""Elegy in memory of Liszt"") in E minor",0,41,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Elegy,720,,Elegy,44,0.931077309003112,0.0740246704438363,"""Élégie en mémoire de François Liszt"" (""Elegy in memory of Liszt"") in E minor",0,41,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,63,0.9999999999995453,0.0,"""Élégie en mémoire de François Liszt"" (""Elegy in memory of Liszt"") in E minor",0,41,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/E_minor,493,,E minor,74,0.9811995863019576,0.0191606416692009,"""Élégie en mémoire de François Liszt"" (""Elegy in memory of Liszt"") in E minor",0,41,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,42,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/A_Sea_Symphony,111,,Symphony No. 1,7,0.9937391227099076,0.0018191954259738,12 – Symphony No. 1 in B minor (1887),1,42,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/B_minor,493,,B minor,25,0.8923575634720072,0.1206270230787303,12 – Symphony No. 1 in B minor (1887),1,42,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,43,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,10,0.9655647712485442,0.0354994060572872,13 – 35 Russian Folksongs (1897),1,43,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,44,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,45,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,7,0.9688614692033222,0.0318403224616364,15 – Russian songs (1900),1,45,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,46,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Polonaise,292,,Polonaise,7,0.9999999999999148,6.075632716747186e-14,"16 – Polonaise for Grand Orchestra, in D major (1902)",1,46,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/D_major,1034,,D major,41,0.9989732143812629,0.0010278409861023,"16 – Polonaise for Grand Orchestra, in D major (1902)",1,46,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Composer,22686,,composer,37,0.999284231080207,0.00027721853307122586,[later arranged (possibly not by the composer?),2,46,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano,43878,,piano,4,0.9999866602301934,5.1487071561972135e-06,"for piano solo, piano 4h, and 2pf 8h]",3,46,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano,43878,,piano,16,0.9999866274681876,5.1487071561972135e-06,"for piano solo, piano 4h, and 2pf 8h]",3,46,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,47,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurka,7,0.9999999999983942,1.273487085673174e-12,17 – Mazurka No. 3,1,47,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,48,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,49,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurka,7,0.9999999999983942,1.273487085673174e-12,19 – Mazurka No. 4,1,49,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,50,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,51,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurka,7,0.9999999999983942,1.273487085673174e-12,21 – Mazurka No. 5,1,51,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,52,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,53,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/D_major,1034,,D major,32,0.9102216771600028,0.0986334683242528,23 – Valse-Impromptu No. 1 in D major,1,53,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,54,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurka,7,0.9999999999983942,1.2734870856731922e-12,24 – Mazurka No. 6,1,54,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,55,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Tarantella,294,,Tarantelle,7,0.9999999999971436,1.9084029591994067e-12,25 – Tarantelle,1,55,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,56,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Autumn_Song_(Mose_Allison_album),4,"Wikidata:Q482994,Wikidata:Q386724,Wikidata:Q2188189,Schema:MusicAlbum,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:Album",autumn song,29,0.9999924585063282,0.0,"26 – Chant d'automne (""The autumn song"")",1,56,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,57,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano,43878,,Piano,7,0.9998586635325656,0.00011158018818709388,27 – Piano Sonata in F minor,1,57,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/F_minor,376,,F minor,23,0.9999997467601994,2.5323946400137005e-07,27 – Piano Sonata in F minor,1,57,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,58,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Rhapsody_of_Fire,378,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q215380,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:MusicGroup,DBpedia:Organisation,DBpedia:Group,DBpedia:Agent,DBpedia:Band",Rhapsody,7,0.860962299486994,0.1614910345824501,28 – Rhapsody on Ukrainian Themes for piano and orchestra (1907),1,58,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Ukrainian_language,9838,"Wikidata:Q315,Schema:Language,DBpedia:Language",Ukrainian,19,0.9971184040533222,0.0013774701363577,28 – Rhapsody on Ukrainian Themes for piano and orchestra (1907),1,58,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano,43878,,piano,40,0.9978680442058038,0.0021056309013264,28 – Rhapsody on Ukrainian Themes for piano and orchestra (1907),1,58,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,59,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,60,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,61,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurka,7,0.9999999999983942,1.2734870856732104e-12,31 – Mazurka No. 7,1,61,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,62,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,63,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano,43878,,piano,11,0.997526538754872,0.0023478285613253,33 – Two piano pieces from Glinka's Ruslan and Ludmilla,1,63,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mikhail_Glinka,522,,Glinka,29,1.0,0.0,33 – Two piano pieces from Glinka's Ruslan and Ludmilla,1,63,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Ludmila_of_Bohemia,82,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Ludmilla,49,0.999988986833636,5.355606205964568e-06,33 – Two piano pieces from Glinka's Ruslan and Ludmilla,1,63,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Lullaby,537,,Lullaby,10,0.999998572430168,5.020719202597933e-07,"""Fairies' Lullaby""",0,64,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,66,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Humoresque,44,"Wikidata:Q188451,DUL:Concept,DBpedia:TopicalConcept,DBpedia:Genre,DBpedia:MusicGenre",Humoresque,7,0.9999907305308704,6.848673109554561e-06,34 – Humoresque,1,66,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,67,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Werewolf,3455,,Loup-garou,2,0.999999883461818,0.0,"""""Loup-garou""",0,68,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Sud_Aviation_Vautour,54,"Wikidata:Q11436,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Aircraft",Vautour,4,0.9999999999424034,5.4342791315394964e-11,"""Le Vautour: jeu d'enfants""",0,69,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,74,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Mazurka,414,,Mazurka,7,0.9999999999983942,1.2734870856731922e-12,36 – Mazurka No. 8,1,74,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Zelazowa_Wola_(Lyapunov),2,,Zhelazova Vola,7,0.9999999998568114,0.0,"37 – Zhelazova Vola, symphonic poem in memory of Chopin  (Cyrillic, Желазова Вола; a reference to Chopin's birthplace Żelazowa Wola)",1,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Symphonic_poem,982,,symphonic poem,23,1.0,4.704642586054684e-16,"37 – Zhelazova Vola, symphonic poem in memory of Chopin  (Cyrillic, Желазова Вола; a reference to Chopin's birthplace Żelazowa Wola)",1,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Computer_memory,2591,,memory,41,0.5248473658556007,0.5780293167777083,"37 – Zhelazova Vola, symphonic poem in memory of Chopin  (Cyrillic, Желазова Вола; a reference to Chopin's birthplace Żelazowa Wola)",1,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Frédéric_Chopin,4616,,Chopin,51,0.9966635395563452,0.0031159325719765,"37 – Zhelazova Vola, symphonic poem in memory of Chopin  (Cyrillic, Желазова Вола; a reference to Chopin's birthplace Żelazowa Wola)",1,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Frédéric_Chopin,4616,,Chopin,112,0.9966635395563452,0.0031159325719765,"37 – Zhelazova Vola, symphonic poem in memory of Chopin  (Cyrillic, Желазова Вола; a reference to Chopin's birthplace Żelazowa Wola)",1,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Wola,362,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Wola,142,0.9999999962676044,3.732210086347425e-09,"37 – Zhelazova Vola, symphonic poem in memory of Chopin  (Cyrillic, Желазова Вола; a reference to Chopin's birthplace Żelazowa Wola)",1,75,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,76,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano_concerto,516,,Piano Concerto,7,0.999999995127382,2.228163183854527e-09,38 – Piano Concerto No. 2 in E major (1909),1,76,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/E-flat_major,668,,E major,31,0.5553318010607771,0.8007252566615458,38 – Piano Concerto No. 2 in E major (1909),1,76,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,77,== Works == | === Works with opus numbers ===
"http://dbpedia.org/resource/Trois_mélodies,_Op._7_(Fauré)",14,,Three Songs,7,0.9032256755260918,0.107142857142857,39 – Three Songs,1,77,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,78,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Le_Lude,28,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",lude,5,0.9999999999976552,1.7659467917580856e-12,"""Prélude"" in D♭ major",0,79,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Gie,53,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",gie,5,0.9999999999991472,0.0,"""Elégie"" in F♯ minor",0,80,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Pe_(Semitic_letter),95,,Fâ,13,0.989712707357974,0.0,"""Elégie"" in F♯ minor",0,80,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Humoresque,44,"Wikidata:Q188451,DUL:Concept,DBpedia:TopicalConcept,DBpedia:Genre,DBpedia:MusicGenre",Humoresque,1,0.9999967313908074,2.414971260841197e-06,"""Humoresque"" in F major",0,81,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/F_major,729,,F major,16,0.977538528701121,0.0189558347384713,"""Humoresque"" in F major",0,81,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,82,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,87,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,88,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Seven_Network,6161,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q15265344,DUL:SocialPerson,DUL:Agent,Schema:TelevisionStation,Schema:Organization,DBpedia:Organisation,DBpedia:Broadcaster,DBpedia:Agent,DBpedia:TelevisionStation",Seven,7,0.9854996621755666,0.0147136182289149,43 – Seven songs (1911),1,88,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,89,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,90,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Scherzo,689,,Scherzo,7,0.9999999999978684,0.0,45 – Scherzo (1911),1,90,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,91,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Barcarolle,101,,Barcarolle,7,0.9999999999988772,4.526821115669638e-13,46 – Barcarolle in G♯ minor,1,91,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,92,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,93,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,94,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Russian_language,40524,"Wikidata:Q315,Schema:Language,DBpedia:Language",Russian,23,0.9710014509720724,0.029605517298955,49 – Variations on a Russian Theme (1912),1,94,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,95,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,96,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,97,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,98,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Hashish,734,,Hashish,7,0.9999999999974988,0.0,"53 – Hashish, an Oriental Symphonic Poem",1,98,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Symphonic_poem,982,,Symphonic Poem,28,1.0,0.0,"53 – Hashish, an Oriental Symphonic Poem",1,98,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,99,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Pastorale,106,,Pastorale,15,0.9999999999999004,8.851968933440413e-14,54 – Prelude Pastorale (organ),1,99,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,100,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Pastorale,106,,Pastorale,8,0.9999999998220516,1.4974902571516598e-10,Prelude Pastorale (arr. 2 pianos)  (not confirmed if arrangement is by the composer),2,100,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Arrangement,8452,,arr.,19,1.0,0.0,Prelude Pastorale (arr. 2 pianos)  (not confirmed if arrangement is by the composer),2,100,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Composer,22686,,composer,75,0.9993095865115112,0.0006899249818816135,Prelude Pastorale (arr. 2 pianos)  (not confirmed if arrangement is by the composer),2,100,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,101,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Polonaise,292,,Polonaise,14,0.9999999999996874,1.9960579477677932e-13,55 – Grande Polonaise de Concert (ded.,1,101,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,102,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,103,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,104,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Fugue,1898,,Fugue,19,0.9999999999950546,2.5653421292114464e-12,58 – Prelude and Fugue (1913),1,104,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,105,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/The_Feynman_Lectures_on_Physics,131,"Wikidata:Q571,Wikidata:Q386724,Wikidata:Q234460,Schema:CreativeWork,Schema:Book,Http://purl.org/ontology/bibo/Book,DBpedia:WrittenWork,DBpedia:Work,DBpedia:Book",Six Easy Pieces,7,0.9999999999999858,0.0,59 – Six Easy Pieces,1,105,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Easy_Pieces,36,"Wikidata:Q482994,Wikidata:Q386724,Wikidata:Q2188189,Schema:MusicAlbum,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:Album",Easy Pieces,11,0.9999999999739088,0.0,59 – Six Easy Pieces,1,105,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Jeu_de_paume,138,,Jeu de paume,1,1.0,0.0,"""Jeu de paume"" (""Playing ball"")",0,106,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Berceuse,37,,Berceuse,1,0.9999999999999716,1.5632158065324548e-14,"""Berceuse d'un poupée"" (""Lullaby for a doll"")",0,107,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Lullaby,537,,Lullaby,26,0.999999999999858,5.0834707941657293e-14,"""Berceuse d'un poupée"" (""Lullaby for a doll"")",0,107,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/La_Bonne,11,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",la bonne,10,0.9999999999119497,0.0,"""Conte de la bonne"" (""La vieille et l'ours"") (""Nurse’s story"")",0,110,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/La_Vieille,14,"Wikidata:Q39715,Wikidata:Q12518,Schema:Place,DBpedia:Tower,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Lighthouse",La vieille,22,0.9999999999980672,0.0,"""Conte de la bonne"" (""La vieille et l'ours"") (""Nurse’s story"")",0,110,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/The_Bear_(1988_film),68,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",l'ours,36,0.9856865127774568,0.0,"""Conte de la bonne"" (""La vieille et l'ours"") (""Nurse’s story"")",0,110,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Lord_Ramage,26,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter",Ramage,1,0.9990696987467264,0.000915927972471796,"""Ramage des enfants"" (""Children’s chatter"")",0,111,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,112,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Georgian_language,4073,"Wikidata:Q315,Schema:Language,DBpedia:Language",Georgian,23,0.9367423659855342,0.0643178151730619,60 – Variations on a Georgian Theme,1,112,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,113,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Violin_concerto,479,,Violin Concerto,7,0.999999999966775,1.9530181370419647e-11,61 – Violin Concerto (1915; revised 1921),1,113,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,114,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Opus_number,3271,,Op.,0,0.9999999999785416,0.0,Op.,0,115,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Sextet,199,,Sextet,7,0.9699338021233522,0.0309981957413666,"63 – Sextet for piano, string quartet, and double bass (1916 but lost, a revised version 1921)",1,115,== Works == | === Works with opus numbers ===
http://dbpedia.org/resource/Piano,43878,,piano,18,0.9998021824352892,0.0001907535080477933,"63 – Sextet for piano, string quartet, and double bass (1916 but lost, a revised version 1921)",1,115,== Works == | === Works with opus numbers ===
